Disease,Country,Hospital_Type,Treatment_Type,Stay_Days,City,Room_Type,Treatment_Cost,Travel_Expense,Stay_Cost,Total_Cost
Oncology Treatment,Germany,Private,Surgical,16.0,Dubai,Private,27088.47,805.91,10193.39,38087.78
Heart Bypass,UAE,Private,Non-Surgical,17.0,Seoul,Semi-Private,10213.54,1602.75,5465.19,17281.48
Cosmetic Surgery,USA,Public,Chemotherapy,7.0,Seoul,General Ward,7062.52,1852.79,1029.66,9944.97
Cosmetic Surgery,UK,Private,Radiotherapy,25.0,Kuala Lumpur,VIP Suite,14358.5,1257.67,20389.33,36005.5
Oncology Treatment,UAE,Public,Non-Surgical,5.0,Bangkok,Semi-Private,60865.83,1386.55,1026.94,63279.32
Cosmetic Surgery,UK,Public,Radiotherapy,25.0,Mumbai,Private,8543.79,1629.92,10878.25,21051.97
Heart Bypass,Germany,Private,Surgical,44.0,Bangkok,General Ward,45885.82,1982.75,4268.6,52137.17
Oncology Treatment,UAE,Premium International,Non-Surgical,24.0,Singapore,Private,55920.41,1167.42,15119.84,72207.68
Dental Implants,Germany,Public,Non-Surgical,8.0,Kuala Lumpur,VIP Suite,6970.78,3009.68,8011.56,17992.02
Cataract Surgery,USA,Private,Non-Surgical,10.0,Bangkok,VIP Suite,8164.02,3472.0,10492.93,22128.95
Cosmetic Surgery,Australia,Premium International,Chemotherapy,19.0,Bangkok,Private,24241.7,1572.86,7210.32,33024.88
Cosmetic Surgery,Canada,Private,Radiotherapy,14.0,Dubai,VIP Suite,18892.88,4218.4,22003.97,45115.26
Dental Implants,Australia,Premium International,Surgical,26.0,Singapore,Private,6010.0,616.68,14582.62,21209.3
Heart Bypass,USA,Premium International,Radiotherapy,7.0,Singapore,General Ward,39908.36,3497.37,1140.53,44546.26
Cataract Surgery,France,Premium International,Radiotherapy,18.0,Mumbai,VIP Suite,8927.95,1035.96,16865.14,26829.05
Dental Implants,USA,Premium International,Non-Surgical,11.0,Istanbul,Private,7109.61,3529.48,4786.12,15425.2
Spinal Fusion,UK,Private,Radiotherapy,24.0,Singapore,General Ward,17935.25,2051.7,3411.77,23398.72
Cataract Surgery,Australia,Premium International,Radiotherapy,21.0,Seoul,General Ward,7636.39,691.71,3421.68,11749.79
Heart Bypass,France,Private,Non-Surgical,40.0,Seoul,General Ward,29758.8,1334.14,,36979.43
Heart Bypass,UAE,Private,Non-Surgical,7.0,Kuala Lumpur,General Ward,41889.28,1157.78,728.63,43775.69
Dental Implants,UAE,Public,Chemotherapy,23.0,Singapore,Semi-Private,3006.21,1039.56,6689.9,10735.67
Oncology Treatment,UK,Private,Surgical,2.0,Istanbul,General Ward,60811.75,1634.78,195.22,62641.76
Oncology Treatment,France,Private,Surgical,27.0,Istanbul,VIP Suite,65813.12,2187.92,28482.81,96483.85
Knee Replacement,Canada,Public,Radiotherapy,20.0,Istanbul,Private,12204.87,2435.52,8557.61,23198.0
Spinal Fusion,Canada,Premium International,Radiotherapy,41.0,Istanbul,VIP Suite,11078.89,1856.0,40118.74,53053.63
Dental Implants,USA,Private,Non-Surgical,2.0,Istanbul,General Ward,5635.64,3579.43,194.22,9409.29
Knee Replacement,Germany,Premium International,Non-Surgical,11.0,Dubai,VIP Suite,17454.06,770.28,16251.96,34476.31
Oncology Treatment,USA,Private,Radiotherapy,21.0,Istanbul,Private,13856.97,3829.08,7659.39,25345.44
Dental Implants,France,Public,Non-Surgical,12.0,Bangkok,VIP Suite,5410.43,2933.43,10689.82,19033.68
Cosmetic Surgery,UAE,Public,Non-Surgical,17.0,Kuala Lumpur,General Ward,8705.57,1433.27,1627.69,11766.53
Cosmetic Surgery,Australia,Private,Radiotherapy,23.0,Seoul,Private,10027.94,1008.99,13254.55,24291.48
Knee Replacement,UK,Private,Surgical,25.0,Istanbul,VIP Suite,14554.66,2682.49,25646.28,42883.44
Spinal Fusion,UK,Premium International,Surgical,22.0,Istanbul,Private,16189.52,3081.05,8852.62,28123.19
Dental Implants,Germany,Private,Non-Surgical,8.0,Seoul,General Ward,9267.54,2477.65,1186.65,12931.84
Dental Implants,France,Private,Surgical,19.0,Seoul,General Ward,5043.69,2714.07,2897.63,10655.39
Dental Implants,USA,Premium International,Radiotherapy,21.0,Dubai,VIP Suite,13208.03,3795.11,31923.24,48926.38
Spinal Fusion,France,Private,Chemotherapy,17.0,Seoul,Semi-Private,6960.95,2420.3,5357.27,14738.52
Dental Implants,USA,Public,Surgical,11.0,Bangkok,General Ward,5857.59,3387.99,1121.08,10366.66
Cataract Surgery,UK,Public,Chemotherapy,6.0,Dubai,General Ward,3401.43,2680.69,893.23,6975.35
Knee Replacement,UAE,Private,Chemotherapy,23.0,Singapore,General Ward,17166.21,1599.29,3485.8,22251.3
Dental Implants,Australia,Premium International,Surgical,7.0,Kuala Lumpur,VIP Suite,11569.32,931.93,6548.08,19049.33
Oncology Treatment,Germany,Premium International,Chemotherapy,27.0,Istanbul,General Ward,45581.61,1171.94,2828.2,49581.76
Oncology Treatment,Canada,Private,Non-Surgical,26.0,Istanbul,Semi-Private,56020.07,4756.02,5308.0,66084.09
Knee Replacement,UAE,Private,Chemotherapy,6.0,Istanbul,General Ward,3112.41,798.72,623.55,4534.68
Cosmetic Surgery,France,Premium International,Chemotherapy,11.0,Bangkok,General Ward,26460.43,1131.08,1093.03,28684.53
Cosmetic Surgery,Australia,Public,Chemotherapy,5.0,Bangkok,VIP Suite,12846.48,614.86,5016.84,18478.18
Cosmetic Surgery,Australia,Private,Non-Surgical,7.0,Kuala Lumpur,Semi-Private,,2324.04,1276.07,22582.66
Oncology Treatment,UK,Public,Chemotherapy,18.0,Dubai,Semi-Private,,1344.34,5056.06,40685.48
Oncology Treatment,UK,Premium International,Non-Surgical,1.0,Bangkok,Private,60049.07,875.34,431.99,61356.4
Cataract Surgery,UAE,Public,Non-Surgical,4.0,Singapore,VIP Suite,5401.33,2073.82,6259.94,13735.1
Dental Implants,UAE,Premium International,Chemotherapy,16.0,Bangkok,Semi-Private,6127.59,2367.37,3112.51,11607.47
Knee Replacement,France,Public,Surgical,2.0,Seoul,Private,11721.62,1301.09,1261.17,14283.88
Knee Replacement,Germany,Premium International,Chemotherapy,7.0,Singapore,Private,22294.6,1044.13,4302.68,27641.42
Knee Replacement,UK,Premium International,Chemotherapy,1.0,Seoul,General Ward,12409.84,2788.59,160.76,15359.19
Cosmetic Surgery,France,Public,Radiotherapy,16.0,Seoul,General Ward,4169.02,850.01,2563.16,7582.19
Cataract Surgery,Canada,Public,Non-Surgical,15.0,Istanbul,Private,7989.59,4293.99,5658.9,17942.48
Knee Replacement,UAE,Private,Chemotherapy,22.0,Dubai,General Ward,13412.94,1569.04,3566.99,18548.97
Knee Replacement,USA,Private,Radiotherapy,18.0,Bangkok,Private,9111.32,3323.65,7388.23,19823.21
Spinal Fusion,UK,Public,Chemotherapy,13.0,Istanbul,Private,,1098.25,5006.51,8096.18
Heart Bypass,Australia,Private,Chemotherapy,28.0,Seoul,Private,8884.12,1717.7,15397.34,25999.16
Oncology Treatment,UAE,Premium International,Radiotherapy,4.0,Dubai,Private,63996.9,2309.13,2405.32,68711.34
Oncology Treatment,UK,Private,Non-Surgical,4.0,Istanbul,Semi-Private,51900.32,1836.04,832.05,54568.41
Spinal Fusion,France,Premium International,Chemotherapy,16.0,Istanbul,Semi-Private,24919.2,1550.67,3267.07,29736.94
Spinal Fusion,USA,Premium International,Surgical,9.0,Seoul,Private,15721.71,2233.06,5113.19,23067.95
Knee Replacement,Canada,Private,Non-Surgical,9.0,Mumbai,Semi-Private,8935.06,3319.13,1856.42,14110.6
Oncology Treatment,UK,Public,Surgical,10.0,Seoul,Semi-Private,50326.86,679.32,2679.39,53685.56
Cosmetic Surgery,France,Premium International,Chemotherapy,21.0,Kuala Lumpur,Private,15287.13,1320.23,7511.26,24118.63
Cosmetic Surgery,USA,Public,Chemotherapy,17.0,Kuala Lumpur,VIP Suite,9040.06,1827.58,16820.94,27688.58
Oncology Treatment,France,Private,Chemotherapy,1.0,Mumbai,VIP Suite,81054.24,1921.23,906.98,83882.46
Heart Bypass,USA,Public,Radiotherapy,34.0,Mumbai,Semi-Private,16326.02,1266.56,6470.89,24063.46
Dental Implants,Australia,Public,Non-Surgical,25.0,Singapore,VIP Suite,6492.81,1304.07,35639.87,43436.74
Heart Bypass,Germany,Premium International,Non-Surgical,19.0,Bangkok,VIP Suite,72442.5,1334.63,20186.94,93964.06
Heart Bypass,Germany,Public,Radiotherapy,8.0,Dubai,Private,28565.93,1380.65,4973.6,34920.18
Spinal Fusion,UK,Private,Non-Surgical,32.0,Bangkok,Private,6913.55,1465.78,13449.55,21828.88
Heart Bypass,Germany,Public,Radiotherapy,17.0,Bangkok,Semi-Private,12129.13,2860.2,3345.05,18334.38
Knee Replacement,France,Private,Radiotherapy,1.0,Seoul,General Ward,6437.54,601.92,140.06,7179.52
Knee Replacement,France,Premium International,Radiotherapy,14.0,Bangkok,General Ward,3999.85,865.21,1442.92,6307.98
Heart Bypass,UAE,Premium International,Non-Surgical,33.0,Singapore,Semi-Private,76802.21,841.77,9159.91,86803.89
Cosmetic Surgery,Australia,Public,Non-Surgical,17.0,Singapore,Semi-Private,12006.13,2460.75,5036.15,19503.03
Spinal Fusion,France,Public,Surgical,17.0,Dubai,Semi-Private,3154.59,1674.99,5312.46,10142.04
Knee Replacement,Canada,Public,Surgical,29.0,Kuala Lumpur,VIP Suite,3209.98,3031.7,29779.22,36020.9
Knee Replacement,UAE,Private,Surgical,6.0,Istanbul,Private,13187.18,1425.37,2739.79,17352.33
Heart Bypass,France,Private,Non-Surgical,18.0,Mumbai,Private,49086.98,2977.68,7557.72,59622.38
Cataract Surgery,Germany,Private,Chemotherapy,2.0,Singapore,Semi-Private,14157.95,2400.56,625.03,17183.54
Cosmetic Surgery,UK,Public,Surgical,23.0,Mumbai,VIP Suite,7553.76,595.8,23794.4,31943.96
Dental Implants,UK,Premium International,Surgical,10.0,Istanbul,Private,1984.06,2258.09,4130.14,8372.3
Heart Bypass,Germany,Private,Radiotherapy,27.0,Singapore,Semi-Private,41171.78,1876.07,7636.88,50684.73
Cosmetic Surgery,USA,Premium International,Surgical,5.0,Singapore,VIP Suite,15512.68,1376.99,8227.6,25117.26
Cosmetic Surgery,Australia,Public,Surgical,14.0,Kuala Lumpur,Semi-Private,5462.8,684.59,2747.34,8894.74
Heart Bypass,UAE,Public,Surgical,42.0,Kuala Lumpur,Private,34513.87,996.49,16183.43,51693.8
Spinal Fusion,Canada,Public,Chemotherapy,42.0,Istanbul,Private,2324.43,3579.51,17156.68,23060.62
Oncology Treatment,France,Private,Surgical,4.0,Dubai,General Ward,28824.6,1119.55,559.36,30503.51
Spinal Fusion,Canada,Public,Radiotherapy,8.0,Bangkok,Private,14111.24,2142.72,3189.38,19443.34
Cataract Surgery,France,Private,Surgical,18.0,Dubai,General Ward,4181.94,1515.06,2616.64,8313.64
Spinal Fusion,UK,Private,Chemotherapy,14.0,Kuala Lumpur,Semi-Private,7839.96,2851.46,2858.57,13549.99
Cataract Surgery,UK,Private,Chemotherapy,12.0,Istanbul,General Ward,13992.29,648.66,1240.01,15880.96
Oncology Treatment,Germany,Private,Chemotherapy,21.0,Kuala Lumpur,Private,23282.46,621.51,8367.81,32271.78
Dental Implants,UK,Private,Non-Surgical,19.0,Seoul,Semi-Private,6115.4,2775.57,6216.46,15107.43
Oncology Treatment,Germany,Private,Surgical,10.0,Istanbul,Private,24576.85,2693.95,3736.43,31007.22
Heart Bypass,France,Private,Chemotherapy,29.0,Bangkok,VIP Suite,25640.08,1659.71,30230.73,57530.52
Spinal Fusion,France,Public,Chemotherapy,22.0,Kuala Lumpur,VIP Suite,6043.06,1716.17,21981.12,29740.35
Cosmetic Surgery,UK,Premium International,Chemotherapy,16.0,Singapore,VIP Suite,5279.93,1012.82,25229.47,31522.21
Cosmetic Surgery,Germany,Public,Non-Surgical,23.0,Singapore,General Ward,2822.05,2844.9,3313.09,8980.04
Cataract Surgery,UK,Premium International,Chemotherapy,24.0,Bangkok,Private,14252.15,1808.13,9518.75,25579.03
Cataract Surgery,Australia,Public,Chemotherapy,21.0,Dubai,VIP Suite,3237.08,1741.39,32025.94,37004.41
Cataract Surgery,USA,Premium International,Surgical,22.0,Singapore,Private,23606.62,4233.42,13522.33,
Cosmetic Surgery,UAE,Private,Chemotherapy,24.0,Bangkok,Private,10140.54,1355.8,9694.16,21190.5
Knee Replacement,USA,Public,Chemotherapy,14.0,Istanbul,Private,9077.15,1431.88,5921.59,16430.62
Cosmetic Surgery,Germany,Public,Chemotherapy,12.0,Seoul,Semi-Private,2569.0,1503.04,3150.01,7222.05
Oncology Treatment,France,Private,Non-Surgical,24.0,Seoul,VIP Suite,34698.6,650.24,38060.89,73409.73
Spinal Fusion,UK,Private,Non-Surgical,42.0,Kuala Lumpur,Semi-Private,14579.89,713.26,8799.12,24092.27
Knee Replacement,Canada,Public,Chemotherapy,1.0,Kuala Lumpur,Private,5920.83,857.2,426.67,7204.71
Oncology Treatment,UK,Public,Non-Surgical,8.0,Singapore,General Ward,49420.15,1207.14,1270.55,51897.83
Oncology Treatment,Canada,Private,Radiotherapy,13.0,Dubai,Private,72703.41,2834.75,8637.54,84175.7
Cosmetic Surgery,USA,Public,Surgical,20.0,Kuala Lumpur,VIP Suite,10291.34,1625.32,20243.1,32159.75
Dental Implants,UK,Public,Radiotherapy,2.0,Singapore,Private,2007.83,720.24,1225.38,3953.45
Knee Replacement,France,Premium International,Radiotherapy,15.0,Dubai,VIP Suite,9813.41,701.32,22167.04,32681.77
Cataract Surgery,UAE,Premium International,Radiotherapy,27.0,Istanbul,Private,24281.55,718.97,11227.73,36228.25
Spinal Fusion,USA,Private,Surgical,7.0,Bangkok,General Ward,14342.61,3326.61,681.54,18350.76
Cataract Surgery,France,Public,Surgical,7.0,Kuala Lumpur,VIP Suite,4100.35,714.83,6806.76,11621.95
Cataract Surgery,USA,Premium International,Chemotherapy,7.0,Kuala Lumpur,General Ward,20713.56,1215.94,684.37,22613.87
Knee Replacement,UK,Public,Radiotherapy,15.0,Seoul,Private,7385.16,1619.26,8788.83,17793.26
Oncology Treatment,UK,Private,Non-Surgical,29.0,Kuala Lumpur,Private,63448.06,1256.53,11797.13,76501.73
Dental Implants,France,Premium International,Chemotherapy,28.0,Singapore,Semi-Private,8830.67,1409.89,8005.06,18245.62
Cataract Surgery,UK,Premium International,Radiotherapy,4.0,Bangkok,General Ward,15197.13,1881.81,403.33,17482.27
Cosmetic Surgery,UK,Premium International,Chemotherapy,20.0,Mumbai,VIP Suite,24636.65,637.45,18926.85,44200.95
Cosmetic Surgery,UAE,Private,Radiotherapy,25.0,Singapore,VIP Suite,6387.61,2480.8,35278.94,44147.35
Knee Replacement,UK,Public,Surgical,21.0,Mumbai,Private,15191.77,2990.74,8131.4,26313.91
Heart Bypass,Germany,Private,Radiotherapy,25.0,Seoul,VIP Suite,36383.93,2874.87,37915.18,77173.99
Knee Replacement,France,Private,Non-Surgical,27.0,Bangkok,Semi-Private,13556.14,1427.62,5390.64,20374.41
Oncology Treatment,UK,Private,Chemotherapy,7.0,Mumbai,General Ward,18355.68,1769.53,684.59,20809.8
Spinal Fusion,Germany,Private,Surgical,36.0,Kuala Lumpur,General Ward,10359.53,2474.16,3487.08,16320.77
Oncology Treatment,UAE,Private,Chemotherapy,19.0,Mumbai,Private,51263.71,1298.29,7247.93,59809.93
Oncology Treatment,USA,Premium International,Chemotherapy,13.0,Mumbai,VIP Suite,,2126.26,12095.13,51412.59
Cataract Surgery,USA,Private,Radiotherapy,25.0,Dubai,VIP Suite,12351.46,4486.98,35610.92,52449.35
Cosmetic Surgery,Canada,Private,Radiotherapy,29.0,Kuala Lumpur,VIP Suite,5015.87,4285.81,26261.5,35563.18
Cosmetic Surgery,USA,Public,Radiotherapy,27.0,Dubai,General Ward,4579.18,2383.12,4062.66,11024.96
Knee Replacement,Germany,Private,Radiotherapy,21.0,Singapore,Semi-Private,15836.53,2727.3,5859.3,24423.13
Knee Replacement,Germany,Premium International,Non-Surgical,12.0,Kuala Lumpur,General Ward,18027.13,1455.3,1314.2,20796.62
Spinal Fusion,USA,Public,Surgical,9.0,Kuala Lumpur,VIP Suite,10948.2,890.35,8758.0,20596.55
Heart Bypass,Germany,Premium International,Radiotherapy,38.0,Seoul,Semi-Private,43942.23,2596.18,,57616.43
Knee Replacement,France,Public,Radiotherapy,25.0,Dubai,VIP Suite,9917.86,2714.59,37297.31,49929.76
Cataract Surgery,Germany,Public,Surgical,15.0,Seoul,VIP Suite,13819.2,2748.74,24372.84,40940.78
Dental Implants,France,Private,Radiotherapy,15.0,Seoul,Semi-Private,8278.1,2073.38,4803.23,15154.71
Oncology Treatment,UAE,Public,Chemotherapy,8.0,Seoul,Private,44746.59,897.04,4713.84,50357.47
Spinal Fusion,Canada,Public,Surgical,24.0,Kuala Lumpur,Semi-Private,2402.29,3068.79,4893.04,10364.11
Heart Bypass,UAE,Private,Chemotherapy,33.0,Seoul,Private,43628.9,2416.65,17816.3,63861.85
Oncology Treatment,Germany,Public,Chemotherapy,16.0,Seoul,Semi-Private,10362.97,895.93,,15961.02
Cataract Surgery,USA,Private,Surgical,3.0,Bangkok,VIP Suite,8774.66,4642.82,2804.58,16222.05
Dental Implants,UK,Private,Non-Surgical,14.0,Bangkok,General Ward,1539.7,2728.18,1308.68,5576.57
Knee Replacement,USA,Premium International,Radiotherapy,8.0,Mumbai,General Ward,17736.57,2054.52,832.55,20623.63
Knee Replacement,Canada,Premium International,Chemotherapy,5.0,Istanbul,VIP Suite,12988.92,3680.01,5144.98,21813.92
Cosmetic Surgery,Germany,Premium International,Chemotherapy,6.0,Singapore,Private,28232.44,1322.62,3833.16,33388.22
Cosmetic Surgery,UAE,Premium International,Chemotherapy,1.0,Dubai,Semi-Private,8008.73,2645.8,308.95,10963.47
Dental Implants,UK,Private,Surgical,14.0,Singapore,VIP Suite,8806.5,1567.75,21097.16,31471.41
Dental Implants,Canada,Private,Non-Surgical,27.0,Singapore,General Ward,3236.02,3695.96,4445.62,11377.6
Cosmetic Surgery,USA,Premium International,Chemotherapy,17.0,Mumbai,Semi-Private,19782.3,3883.98,3619.03,27285.31
Spinal Fusion,Germany,Public,Surgical,24.0,Seoul,VIP Suite,6765.1,2695.74,34202.47,43663.3
Cataract Surgery,Germany,Public,Surgical,8.0,Mumbai,VIP Suite,8047.34,2456.17,7108.49,17612.0
Heart Bypass,Australia,Public,Radiotherapy,40.0,Istanbul,Private,7424.52,1631.27,16253.33,25309.12
Oncology Treatment,UK,Private,Non-Surgical,10.0,Kuala Lumpur,Semi-Private,50180.08,1144.08,1913.41,53237.57
Heart Bypass,Canada,Public,Chemotherapy,34.0,Kuala Lumpur,Semi-Private,22779.4,1308.76,6980.42,31068.57
Oncology Treatment,UAE,Premium International,Chemotherapy,10.0,Mumbai,Private,60352.42,465.67,4247.91,65065.99
Spinal Fusion,UK,Private,Radiotherapy,17.0,Singapore,Semi-Private,8730.87,1941.14,4988.38,15660.38
Cataract Surgery,Australia,Premium International,Non-Surgical,15.0,Dubai,General Ward,22581.67,2946.03,2236.18,27763.88
Heart Bypass,USA,Premium International,Radiotherapy,9.0,Dubai,Semi-Private,71914.53,4035.29,2424.7,78374.52
Oncology Treatment,USA,Premium International,Non-Surgical,10.0,Singapore,VIP Suite,21958.77,1940.53,15359.07,39258.37
Heart Bypass,UAE,Public,Chemotherapy,42.0,Istanbul,Private,11173.65,2230.02,16052.24,29455.9
Knee Replacement,UK,Private,Surgical,23.0,Istanbul,Semi-Private,11513.64,1539.86,4476.18,17529.67
Heart Bypass,Germany,Premium International,Radiotherapy,41.0,Singapore,Private,67878.19,3000.6,24312.68,95191.47
Spinal Fusion,UAE,Private,Non-Surgical,23.0,Seoul,VIP Suite,7886.69,2807.88,33010.96,43705.52
Cataract Surgery,Australia,Premium International,Radiotherapy,16.0,Singapore,VIP Suite,10179.27,1415.36,25405.12,36999.76
Oncology Treatment,UAE,Private,Non-Surgical,29.0,Bangkok,VIP Suite,38026.66,1088.41,30028.15,69143.22
Cosmetic Surgery,Australia,Public,Radiotherapy,27.0,Mumbai,VIP Suite,3735.48,600.66,,32908.74
Dental Implants,USA,Public,Non-Surgical,13.0,Dubai,Private,6640.54,1928.58,7427.19,15996.31
Spinal Fusion,Australia,Private,Surgical,15.0,Mumbai,VIP Suite,7775.11,829.38,14922.81,23527.3
Knee Replacement,Australia,Premium International,Non-Surgical,28.0,Istanbul,General Ward,20280.72,1525.12,2583.02,24388.85
Heart Bypass,France,Public,Non-Surgical,15.0,Istanbul,Semi-Private,38540.5,2312.45,2905.75,43758.69
Heart Bypass,Canada,Premium International,Chemotherapy,27.0,Bangkok,Semi-Private,60877.15,877.18,5256.14,67010.47
Dental Implants,UK,Premium International,Surgical,12.0,Mumbai,VIP Suite,9695.68,2081.57,12078.69,23855.94
Cataract Surgery,USA,Private,Non-Surgical,19.0,Dubai,Semi-Private,18223.07,4525.0,5417.2,28165.26
Oncology Treatment,USA,Public,Surgical,22.0,Istanbul,General Ward,60637.05,1850.61,2327.23,
Cataract Surgery,UAE,Premium International,Chemotherapy,16.0,Singapore,General Ward,14191.03,1973.34,,18653.28
Spinal Fusion,France,Private,Non-Surgical,41.0,Bangkok,General Ward,3668.91,1784.96,4109.48,9563.35
Heart Bypass,Australia,Premium International,Chemotherapy,7.0,Singapore,Private,67967.02,2524.56,4341.4,74832.98
Cosmetic Surgery,France,Premium International,Non-Surgical,18.0,Kuala Lumpur,VIP Suite,22232.25,1731.23,16233.39,40196.87
Heart Bypass,Australia,Premium International,Non-Surgical,7.0,Seoul,General Ward,47628.73,1911.4,1100.07,50640.2
Heart Bypass,France,Private,Chemotherapy,13.0,Seoul,Private,36589.18,1062.99,7862.83,45515.0
Spinal Fusion,USA,Public,Non-Surgical,27.0,Dubai,VIP Suite,10836.11,1933.19,38897.76,51667.07
Spinal Fusion,Canada,Private,Chemotherapy,42.0,Kuala Lumpur,VIP Suite,15861.91,2172.02,44837.79,62871.72
Cataract Surgery,UK,Public,Chemotherapy,10.0,Istanbul,General Ward,15022.99,1090.17,975.4,17088.56
Oncology Treatment,Canada,Premium International,Surgical,28.0,Bangkok,General Ward,47219.33,1450.13,2744.98,51414.44
Oncology Treatment,Germany,Private,Surgical,11.0,Bangkok,Semi-Private,21577.96,802.14,2265.25,24645.35
Cosmetic Surgery,UAE,Public,Non-Surgical,29.0,Seoul,Private,11283.89,2934.25,15567.04,29785.18
Knee Replacement,UAE,Premium International,Chemotherapy,26.0,Bangkok,Private,18857.92,2093.66,9810.84,30762.42
Heart Bypass,Germany,Public,Radiotherapy,24.0,Singapore,Semi-Private,25356.74,933.25,7198.29,33488.28
Heart Bypass,France,Private,Non-Surgical,33.0,Mumbai,VIP Suite,50227.78,2204.26,30564.84,82996.88
Cataract Surgery,Canada,Premium International,Chemotherapy,8.0,Mumbai,General Ward,22777.02,1521.63,817.85,25116.51
